id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,lat,long,sqft_living15,sqft_lot15,house_age,renovated
8091400200,12.439958293376286,2,1,6.975413927455952,9643,1,0,0,3,7,1070,0,98030,47.3533,-122.166,1220,8386,29,0
3814700200,12.70381302974751,3,2,7.803843303538772,6500,2,0,0,4,8,2450,0,98030,47.3739,-122.17200000000001,2200,6865,29,0
1202000200,12.358793732547838,3,2,7.444248649496705,4697,1,0,0,5,6,1710,0,98002,47.3048,-122.21799999999999,1030,4705,73,0
1794500383,13.750438561220559,3,1,7.803843303538772,2691,2,0,0,3,8,1750,700,98119,47.6386,-122.36,1760,3573,99,0
3303700376,13.410545324897761,3,1,7.24422751560335,1581,1,0,0,5,8,1400,0,98112,47.6221,-122.314,1860,3861,105,0
5101402488,12.989974189358584,3,1,7.326465613840322,6380,1,0,0,3,7,790,730,98115,47.695,-122.304,1520,6235,66,0
1873100390,13.485616636703183,4,2,7.851661177889265,7173,2,0,0,3,8,2570,0,98052,47.7073,-122.11,2630,6026,10,0
8562750320,13.271645080120082,3,2,7.749322464660356,3980,2,0,0,3,8,2320,0,98027,47.5391,-122.07,2580,3980,11,0
2426039314,12.542544882151386,2,1,7.081708586105575,1265,3,0,0,3,7,1190,0,98133,47.7274,-122.35700000000001,1390,1756,9,0
461000390,13.440817108522863,4,1,7.753623546559746,5000,1,0,0,4,7,1510,820,98117,47.6823,-122.368,1460,5000,85,0
7589200193,13.190022025878143,3,1,6.993932975223189,3000,1,0,0,4,8,1090,0,98117,47.6889,-122.375,1570,5080,85,0
7955080270,12.683858415217964,4,2,7.630461261783627,6659,1,0,0,3,7,1280,780,98058,47.4276,-122.15700000000001,2020,8720,33,0
9547205180,13.453104939316557,3,2,7.7406644019172415,3060,1,0,0,3,8,1510,790,98115,47.6827,-122.31,1590,3264,84,1
9435300030,13.217673557208654,4,1,7.414572881350589,34848,1,0,0,1,5,930,730,98052,47.6621,-122.132,2160,11467,81,0
2768000400,13.369223455335854,4,2,7.7664168980196555,6000,2,0,0,4,8,2360,0,98107,47.6702,-122.36200000000001,1730,4700,110,0
7895500070,12.388394202324129,4,1,7.106606137727303,8075,1,0,0,2,7,890,330,98001,47.3341,-122.28200000000001,1290,7800,46,0
2078500320,13.312983737012978,4,2,7.8709295967551425,7553,2,0,0,3,8,2620,0,98056,47.5301,-122.18,2620,11884,18,0
5547700270,13.345506928718539,4,2,7.851661177889265,5520,2,0,0,3,9,2570,0,98074,47.6145,-122.027,2470,5669,14,0
7766200013,13.560618308335483,4,2,8.347590407030058,24186,1,0,0,3,8,2600,1620,98166,47.445,-122.34700000000001,2410,30617,30,0
7203220400,13.666998948650464,5,2,8.187299270155147,5639,2,0,0,3,9,3595,0,98053,47.6848,-122.016,3625,5639,0,0
9270200160,13.437174117244362,3,1,7.358830898342354,2280,2,0,0,3,7,1570,0,98119,47.6413,-122.36399999999999,1580,2640,92,0
1432701230,12.641096555879882,3,1,7.154615356913663,9656,1,0,0,4,6,920,360,98058,47.4485,-122.175,1340,8808,55,0
8035350320,13.098070684835283,3,2,8.058327306580958,13603,2,0,0,3,8,3160,0,98019,47.7443,-121.977,3050,9232,11,0
8945200830,12.257193425037888,3,1,6.897704943128636,8528,1,0,0,3,6,990,0,98023,47.3066,-122.37100000000001,1228,8840,49,0
4178300310,13.573438996764546,4,2,7.736307096548285,13416,2,0,0,4,9,2290,0,98007,47.6194,-122.15100000000001,2680,13685,33,0
9215400105,13.017002861746503,3,1,7.1308988302963465,5963,1,0,0,4,7,1250,0,98115,47.6796,-122.301,970,5100,62,0
822039084,14.115615150414612,3,2,7.920446505142607,65005,1,1,2,5,9,2165,588,98070,47.4041,-122.45100000000001,2680,72513,62,0
5245600105,12.337100907936577,3,1,7.081708586105575,9199,1,0,0,3,7,1190,0,98148,47.4258,-122.322,1190,9364,59,0
7231300125,12.751299696013497,5,2,8.055157731819678,9134,1,0,0,4,8,1640,1510,98056,47.4934,-122.189,1990,9133,49,0
7518505990,13.304684934198283,3,1,7.251344983372214,4080,1,0,0,4,7,1000,410,98117,47.6808,-122.384,1410,4080,64,0
3626039271,13.279367126213993,2,1,7.590852123688581,8550,1,0,0,3,7,990,990,98117,47.6989,-122.369,1480,6738,34,0
4217401195,13.732128949025222,5,2,7.912056888179006,6000,1,0,0,3,8,2130,600,98105,47.6571,-122.281,2730,6000,88,0
9822700295,13.693342923990066,4,2,7.948031990637284,5000,2,0,0,3,9,2830,0,98105,47.6597,-122.29,1950,5000,19,0
9478500640,12.58621994565405,4,2,7.718685495198466,4495,2,0,0,3,7,2250,0,98042,47.3663,-122.11399999999999,2250,4500,6,0
2799800710,12.614865543731012,3,2,7.791522819150732,4750,2,0,0,3,8,2420,0,98042,47.3663,-122.12200000000001,2690,4750,12,0
7922800400,13.765269341527528,5,3,8.086410275323782,14342,2,0,4,4,8,3250,0,98008,47.588,-122.116,2960,11044,46,0
8079040320,12.971540487669746,4,3,7.52294091807237,9976,2,0,0,3,8,1850,0,98059,47.5059,-122.149,2270,8542,24,0
1516000055,13.38472764187182,3,2,7.673223121121708,21235,1,0,3,4,8,1590,560,98166,47.4336,-122.339,2570,18900,55,0
9558200045,12.57418196709457,3,1,7.138866999945524,8400,1,0,0,3,7,1260,0,98148,47.4366,-122.335,1290,8750,60,0
5072410070,13.132313708257497,3,1,7.831617276352611,8690,2,0,0,5,8,2519,0,98166,47.4428,-122.344,2500,9500,41,0
9528102996,13.215853720491667,3,1,7.3395376954076745,1044,3,0,0,3,8,1540,0,98115,47.6765,-122.32,1580,3090,0,0
1189001180,12.959844447906553,3,2,7.414572881350589,6000,1,0,0,3,7,1110,550,98122,47.6113,-122.29700000000001,1440,4080,35,0
3253500160,12.668626720622465,3,2,7.926602599181384,3809,1,0,0,5,7,1770,1000,98144,47.5747,-122.304,1440,4000,89,0
3394100030,13.790192749979985,4,2,7.908387159290043,11049,2,0,0,3,10,2720,0,98004,47.5815,-122.19200000000001,2750,11049,25,0
3717000160,12.567237494741757,4,2,7.7142311448490855,4648,2,0,0,3,7,2240,0,98001,47.3378,-122.257,2221,4557,9,0
1274500060,12.225875272826354,3,1,6.907755278982137,12070,1,0,0,4,7,1000,0,98042,47.3621,-122.11,1010,12635,46,0
1802000060,14.09692301740246,5,2,8.070906088787819,20158,1,0,0,3,8,1600,1600,98004,47.6303,-122.215,3390,20158,49,0
1525059190,13.854731271117556,5,3,8.470101583882387,50094,1,0,0,4,11,3070,1700,98005,47.6525,-122.16,3530,38917,41,0
1049000060,12.691580461311874,3,2,7.138866999945524,5612,1,0,0,4,7,1260,0,98034,47.7362,-122.179,1640,4745,43,0
8820901275,13.255144488638146,4,2,7.919356190660617,7807,1,0,0,5,7,2250,500,98125,47.7168,-122.287,1510,7807,98,0
5416510140,12.793859310432293,4,2,7.77485576666552,5000,2,0,0,3,8,2380,0,98038,47.3608,-122.036,2420,5000,9,0
3444100400,12.762827201184564,3,1,7.489970898834801,50529,1,0,0,5,7,1090,700,98042,47.3511,-122.073,1940,50529,50,0
3276920270,13.632188500836737,4,4,8.140315540159985,35102,2,0,0,4,10,2390,1040,98075,47.5822,-121.98700000000001,3240,35020,28,0
4036801170,12.84792653170257,4,1,7.473069088032197,7300,1,0,0,3,7,880,880,98008,47.6034,-122.125,1680,7500,58,0
2391600320,13.081541382884074,3,1,6.946975992135418,5060,1,0,0,3,7,1040,0,98116,47.5636,-122.39399999999999,890,5060,74,0
6300000287,12.92391243868049,3,1,7.251344983372214,5060,1,0,0,4,7,910,500,98133,47.7073,-122.34,1130,5693,58,0
1531000030,13.487006490992238,4,2,8.146129510025405,39683,2,0,0,3,10,3450,0,98010,47.342,-122.025,3350,39750,13,0
5104520400,12.873902018105829,3,2,7.762170607138205,5100,2,0,0,3,8,2350,0,98038,47.3512,-122.008,2350,5363,11,0
7437100340,12.793859310432293,4,2,7.549609165154532,5889,2,0,0,3,7,1900,0,98038,47.349,-122.031,1870,6405,22,0
9418400240,12.779873068457553,2,1,7.61085279039525,6720,1,0,0,3,7,1010,1010,98118,47.5474,-122.291,1720,6720,66,0
1523059105,12.782686009834167,3,1,7.426549072397305,8712,1,0,0,3,8,1680,0,98059,47.4811,-122.149,1850,8797,51,0
1133000671,12.66032791780777,3,1,6.866933284461882,6634,1,0,0,3,6,960,0,98125,47.7264,-122.31,1570,7203,62,0
4232902595,13.753635154246187,3,1,7.668561108015897,3600,2,0,0,3,9,1900,240,98119,47.6337,-122.365,2020,4800,89,0
2599001200,12.628067055589549,5,2,7.886081401775745,8400,1,0,0,5,7,2660,0,98092,47.2909,-122.189,1590,8165,53,0
3342103156,13.041153321978786,3,3,7.926602599181384,6278,2,0,0,3,9,1980,790,98056,47.5228,-122.199,1900,7349,8,0
1332700270,12.2783933071098,2,2,7.383989457978509,2040,2,0,0,4,7,1610,0,98056,47.518,-122.194,1950,2025,35,0
3869900162,12.721885810807203,2,1,6.937314081223682,1066,2,0,0,3,7,765,265,98136,47.5394,-122.387,1030,1106,8,0
2791500270,12.402872221504781,4,2,7.590852123688581,7403,2,0,0,3,7,1980,0,98023,47.2897,-122.37200000000001,1980,7510,26,0
5036300431,13.910711640908662,5,2,8.166216268592143,6353,2,0,0,4,10,3520,0,98199,47.6506,-122.391,2520,6250,14,0
4168000060,11.938193200374572,3,1,7.090076835776092,10500,1,0,0,3,7,1200,0,98023,47.321999999999996,-122.351,1350,10500,53,0
6021501535,12.971540487669746,3,1,7.365180126021013,5000,1,0,0,3,8,1290,290,98117,47.687,-122.38600000000001,1570,4500,75,0
6021501535,13.458835614025542,3,1,7.365180126021013,5000,1,0,0,3,8,1290,290,98117,47.687,-122.38600000000001,1570,4500,75,0
1483300570,13.715690222682063,4,2,8.101677747454572,10250,1,0,0,3,7,2390,910,98040,47.5873,-122.249,1950,6045,68,1
3422049190,12.419165860990882,3,1,7.580699752224563,15681,1,0,0,3,7,1960,0,98032,47.3576,-122.277,1750,15616,48,0
1099611230,12.201060103706629,4,1,7.05617528410041,6400,1,0,0,4,7,1160,0,98023,47.3036,-122.37799999999999,1160,6400,39,0
722079104,12.65714826489039,3,1,7.501082124259871,41800,1,0,0,5,7,1210,600,98038,47.4109,-121.958,1650,135036,34,0
7338200240,12.988831984779805,3,2,7.749322464660356,36847,2,0,2,3,9,2320,0,98045,47.4838,-121.714,2550,35065,22,0
1952200240,13.653967622617456,3,2,7.635303886259415,13241,1,0,0,5,9,1270,800,98102,47.6415,-122.315,2200,4500,104,0
5200100125,13.226723392728571,3,2,7.590852123688581,3478,1,0,0,4,7,1440,540,98117,47.6775,-122.37200000000001,1610,3478,85,0
7214720075,13.458764182902971,3,2,7.691656822810547,107593,2,0,0,4,8,2190,0,98077,47.7731,-122.08,2570,47777,31,0
2450000295,13.899851706398024,3,2,7.979338895262328,8113,2,0,0,3,8,2920,0,98004,47.5814,-122.196,2370,8113,64,1
6197800045,12.577636201962656,3,1,7.098375638590786,33919,1,0,0,3,7,1210,0,98058,47.4375,-122.184,1640,14910,60,0
1328310370,12.834681304952548,3,2,7.757906208351747,10005,1,0,0,4,8,1460,880,98058,47.4431,-122.133,2250,8162,37,0
546000875,13.038981768465277,3,1,7.4205789054108005,4005,1,0,0,4,7,1170,500,98117,47.6878,-122.38,1240,4005,75,0
3530510041,12.146853285870202,2,1,7.122866658599083,2493,1,0,0,4,8,1240,0,98198,47.3813,-122.322,1270,4966,29,0
1853000400,13.42984807715229,4,2,8.0519780789023,28037,2,0,0,4,10,3140,0,98077,47.7304,-122.08200000000001,2990,35001,24,0
3134100116,13.060487973686241,5,1,7.615791072035833,12342,2,0,0,4,7,2030,0,98052,47.6417,-122.109,2500,9433,72,0
9545230140,13.30092788532057,4,2,7.745002803515839,9624,2,0,0,3,8,2310,0,98027,47.5386,-122.053,1940,9636,30,0
3362400511,13.253391639810733,3,1,7.138866999945524,3328,1,0,0,5,6,700,560,98103,47.6823,-122.34899999999999,1380,3536,110,0
2525310310,12.515393893085436,3,1,7.3395376954076745,12600,1,0,0,4,7,1160,380,98038,47.3624,-122.031,1540,11656,34,0
6126500060,12.706696406811568,3,1,7.640123172695364,5969,1,0,2,3,7,1080,1000,98108,47.5474,-122.295,2090,5500,43,0
8961960160,13.081541382884074,4,2,8.080237416216702,16171,2,0,3,3,9,2520,710,98001,47.3183,-122.25299999999999,2640,8517,13,0
3626039325,13.51508091268999,3,3,8.384804003370492,6350,2,0,0,3,8,2780,1600,98117,47.6981,-122.368,1830,6350,114,1
3362400431,13.158695306651719,3,3,7.371489295214277,1102,3,0,0,3,8,1590,0,98103,47.6824,-122.34700000000001,1620,3166,4,0
4060000240,12.232836282799388,2,1,6.779921907472252,6780,1,0,0,4,6,880,0,98178,47.5009,-122.24799999999999,1190,6780,69,0
3454800060,12.054086288532291,4,2,7.358830898342354,9600,1,0,0,3,6,1570,0,98168,47.4965,-122.303,1880,9000,65,0
1695900060,13.190022025878143,4,1,7.383989457978509,2982,1,0,0,4,7,1610,0,98144,47.586999999999996,-122.294,1610,4040,90,0
7278700070,13.399995114002609,3,2,7.783224016336037,6474,1,0,2,3,8,1560,840,98177,47.7728,-122.38600000000001,2340,10856,51,0
6675500070,12.877740794412995,3,2,7.27931883541462,9132,1,0,0,3,7,1450,0,98034,47.7288,-122.226,1580,9104,27,0
3626039187,12.886641043883259,2,1,6.646390514847729,6000,1,0,0,3,6,770,0,98117,47.6999,-122.36399999999999,1710,6000,62,0
3524049083,13.005829561148378,4,1,7.649692623711514,4400,1,0,0,5,7,1720,380,98118,47.5299,-122.266,1850,4400,90,0
3275860240,13.554145793829866,3,2,7.975908360165538,10204,2,0,0,3,9,2910,0,98052,47.6897,-122.098,2700,13992,24,0
4389200955,14.187074114396758,4,2,7.919356190660617,17789,1,0,0,3,8,1980,770,98004,47.6141,-122.212,3060,11275,101,1
4058801670,13.005829561148378,3,2,7.649692623711514,8201,1,0,2,3,8,1620,480,98178,47.5091,-122.244,2660,8712,47,0
8732020310,12.468436909997665,4,2,7.67786350067821,8811,1,0,0,3,8,1360,800,98023,47.3129,-122.39,2090,8400,36,0
2331300505,13.620103761621664,5,3,7.749322464660356,4960,2,0,0,5,7,1720,600,98103,47.6763,-122.352,1700,4960,88,0
7853210060,12.971540487669746,4,2,7.635303886259415,4310,2,0,0,3,7,2070,0,98065,47.5319,-121.85,1970,3748,11,0
3668000070,12.26434155365415,3,1,6.966024187106113,7875,1,0,0,4,7,1060,0,98092,47.2761,-122.152,1420,7680,29,0
9545240070,13.400752402944518,4,2,7.605890001053122,9603,1,0,0,3,8,1440,570,98027,47.5343,-122.054,2060,9793,29,0
1243100136,13.572164299332545,3,3,8.281470857895167,111078,1,0,0,3,9,2460,1490,98052,47.696999999999996,-122.072,2480,88500,25,0
8929000270,13.024190303426474,3,2,7.605890001053122,2287,2,0,0,3,8,1390,620,98029,47.5517,-121.99799999999999,1690,1662,0,0
2767602356,13.422467969854667,4,3,7.668561108015897,2278,3,0,0,3,9,2140,0,98107,47.6734,-122.38,1540,2285,10,0
921049315,12.201060103706629,3,1,7.1853870155804165,17390,1,0,0,4,7,1320,0,98003,47.3257,-122.296,1550,19265,58,0
3655000070,12.301382825334498,4,1,7.61085279039525,7840,1,0,0,3,7,1010,1010,98003,47.3309,-122.29899999999999,1750,8140,46,0
4027700812,13.021437458814368,4,2,7.859413154693583,10002,1,0,0,4,8,1340,1250,98028,47.7689,-122.266,1550,10436,46,0
3992700335,12.854483932248728,2,1,7.081708586105575,4440,1,0,0,3,6,1190,0,98125,47.7135,-122.287,1060,5715,33,0
2767603505,13.161487932088379,3,2,7.064759027791802,1249,3,0,0,3,8,1170,0,98107,47.6722,-122.381,1350,1310,0,0
4232901525,13.407542319637992,2,1,7.01211529430638,3200,1,0,0,3,7,1110,0,98119,47.6338,-122.35799999999999,1170,3600,89,0
1777500060,13.17628321939376,5,2,7.944492163932159,9375,1,0,0,4,8,1550,1270,98006,47.5707,-122.12799999999999,2820,9375,46,0
1432900240,12.230765258120545,3,1,7.383989457978509,8579,1,0,0,4,7,1010,600,98058,47.4563,-122.171,1610,8579,53,0
6140100875,12.948009990259552,3,1,6.966024187106113,8097,1,0,0,4,7,940,120,98133,47.7144,-122.351,1560,7940,92,0
6071600370,13.122363377404328,4,2,7.615791072035833,8517,1,0,0,4,8,1380,650,98006,47.5495,-122.17399999999999,2230,8824,54,0
1526069017,13.733758056092014,4,2,8.207946941048617,315374,2,0,0,4,9,3670,0,98077,47.7421,-122.02600000000001,2840,87991,20,0
809001525,13.698976741708323,4,1,7.843848638152472,4000,2,0,0,3,8,2370,180,98109,47.6354,-122.353,2200,4000,109,0
3224079105,12.971540487669746,2,2,7.791522819150732,60984,2,0,0,3,7,2420,0,98027,47.5262,-121.943,1940,193842,7,0
8075400570,12.460714863903755,5,2,7.723120092266331,12500,1,0,0,4,8,1130,1130,98032,47.3887,-122.286,1360,18000,54,0
1994200024,13.144124869185841,3,1,7.265429723253953,3455,1,0,0,3,7,980,450,98103,47.6873,-122.336,1450,4599,67,0
3362900810,13.184718266151094,3,2,7.215239978730097,3090,2,0,0,3,8,1360,0,98103,47.6838,-122.353,1500,3090,24,0
1324300398,13.235692062711331,3,1,7.01211529430638,5000,1,0,0,3,7,1110,0,98107,47.655,-122.359,1420,5000,68,0
537000445,12.55302548257067,3,1,7.1308988302963465,8200,1,0,0,4,7,1250,0,98003,47.3255,-122.304,1680,8633,61,0
7855801670,14.626440774180603,4,3,8.55256033525353,19850,2,0,3,3,12,3540,1640,98006,47.562,-122.162,3160,9750,9,0
7920100045,12.765688433465597,1,1,6.551080335043404,5100,1,0,0,3,7,700,0,98115,47.678999999999995,-122.3,1010,5100,72,0
8960000030,12.2783933071098,3,1,7.07326971745971,7669,1,0,0,4,7,1180,0,98058,47.4479,-122.176,1190,7669,47,0
6388930390,13.38472764187182,5,3,8.283999304248526,25245,2,0,0,3,9,2500,1460,98056,47.525,-122.17200000000001,2640,13675,18,0
8731900200,12.676076274775909,4,2,7.878534196140362,7500,1,0,0,3,8,1620,1020,98023,47.3135,-122.369,1980,7875,47,0
8029200135,12.417143615610113,3,2,7.146772179452637,7198,1,0,0,3,7,1270,0,98022,47.2086,-121.99600000000001,1160,7198,98,1
1081200350,12.676076274775909,4,1,7.473069088032197,11180,1,0,0,4,8,1760,0,98059,47.4715,-122.118,1730,11180,46,0
84000105,12.449018824140563,5,2,7.630461261783627,8632,1,0,0,3,7,1030,1030,98146,47.4877,-122.335,1010,11680,52,0
3756500060,12.989974189358584,3,1,7.484368643286131,9660,1,0,0,3,7,1780,0,98034,47.7171,-122.193,1200,9660,53,0
7215720160,13.710150042306449,3,2,8.131530710604252,16603,2,0,0,3,10,3400,0,98075,47.6012,-122.023,3400,12601,15,0
3574800520,12.996800154428984,3,2,7.554858521040676,7280,1,0,0,3,7,1160,750,98034,47.7319,-122.22399999999999,1710,8152,35,0
2617300160,12.948009990259552,3,2,7.61085279039525,38332,1,0,0,4,7,1010,1010,98027,47.4582,-122.023,2110,36590,39,0
2558660270,12.821258284620408,3,1,7.365180126021013,7000,1,0,0,3,7,1180,400,98034,47.7209,-122.16799999999999,1640,7500,38,0
2009000370,12.505992035646432,2,1,7.200424892944957,7250,1,0,0,5,5,700,640,98198,47.408,-122.32700000000001,1830,9750,66,0
1836980160,13.601202855312463,4,2,7.893572073504902,4499,2,0,0,3,9,2680,0,98006,47.565,-122.125,2920,4500,16,0
3261020370,13.389332408258568,3,2,7.893572073504902,9750,1,0,0,4,8,1610,1070,98034,47.7028,-122.23100000000001,2480,8750,35,0
1755700060,12.82530414313995,3,2,7.222566018822171,8336,1,0,0,5,7,1370,0,98133,47.7458,-122.331,1770,7288,50,0
4330600435,12.556729517143344,3,1,7.352441100243583,21000,1,0,0,3,7,1560,0,98166,47.4776,-122.337,1070,7920,61,0
9542800700,12.513557345278134,3,1,7.67786350067821,7140,1,0,0,4,7,1670,490,98023,47.3026,-122.374,1930,7350,37,0
1999700045,12.65395846952229,3,1,7.200424892944957,7912,1,0,0,3,7,1340,0,98133,47.7658,-122.339,1480,7940,59,0
1762600070,13.729407858910863,4,2,8.263590432617319,35003,2,0,0,3,10,2570,1310,98033,47.6477,-122.182,3740,35230,31,0
1687900520,13.419500608626866,4,2,7.859413154693583,8190,2,0,0,4,8,2590,0,98006,47.5619,-122.125,2260,8335,34,0
7234600798,12.959844447906553,3,2,7.02108396428914,1100,2,0,0,3,8,820,300,98122,47.6106,-122.31,1590,1795,7,0
3881900445,12.899094818276968,5,2,7.585788821732034,5400,1,0,0,3,7,1320,650,98144,47.5868,-122.30799999999999,1280,2150,28,0
2254502445,12.86099861326992,3,1,7.106606137727303,4800,1,0,0,3,6,1220,0,98122,47.6101,-122.307,1200,4800,113,0
5437810320,12.505992035646432,3,1,7.575584651557793,7560,1,0,2,4,7,1320,630,98022,47.1976,-121.999,1950,8941,39,0
9158100075,12.706847933442663,2,1,7.2078598714324755,8220,1,0,0,3,7,1060,290,98177,47.7224,-122.35799999999999,1540,8280,66,0
3830630310,12.468436909997665,3,2,7.4205789054108005,5797,2,0,0,3,7,1670,0,98030,47.3505,-122.179,1670,6183,26,0
8123100045,13.060487973686241,4,3,7.77485576666552,5125,1,0,0,4,7,1680,700,98126,47.5384,-122.376,1410,5375,90,0
3127200041,13.286181462633724,4,3,7.799753318287247,9600,2,0,0,5,7,2440,0,98034,47.7044,-122.2,2290,9600,53,0
6661200320,12.004568269319446,2,1,6.956545443151569,3419,2,0,0,3,7,1050,0,98038,47.3848,-122.039,1050,3417,18,0
11510310,13.635187003832993,4,2,8.048788283534199,13412,2,0,0,3,9,2140,990,98052,47.6993,-122.102,2260,9984,21,0
825059270,13.906264921232738,5,3,8.316300249036848,12850,1,0,2,4,10,2090,2000,98033,47.6627,-122.18799999999999,2540,10270,28,0
8731951370,12.502466658583977,4,1,7.306531398939505,10000,1,0,0,4,8,1100,390,98023,47.3099,-122.37899999999999,2190,8910,46,0
1954440060,13.235692062711331,3,2,7.549609165154532,8744,2,0,0,3,8,1900,0,98074,47.62,-122.04299999999999,2030,8744,27,0
2264500350,13.329377546788654,4,1,7.1929342212158,2400,1,0,0,4,6,1330,0,98103,47.65,-122.34,1330,4400,114,0
1115810060,13.27968844210788,3,2,7.709756864454165,10026,1,0,0,3,8,1430,800,98052,47.6647,-122.15299999999999,2230,9340,39,0
9477200200,12.628067055589549,3,1,7.408530566894626,9480,1,0,0,3,7,1220,430,98034,47.726000000000006,-122.191,1540,8400,37,0
1432600560,12.0254496453718,3,1,7.081708586105575,8820,1,0,0,3,6,1190,0,98058,47.4616,-122.184,1230,7980,55,0
2287000060,13.591116224748411,3,2,7.668561108015897,9897,1,0,0,4,8,2140,0,98040,47.5505,-122.219,2680,10083,55,0
3663500060,12.89921982609012,3,2,7.687080155783135,7508,1,0,0,4,7,1420,760,98133,47.7606,-122.336,1900,7818,52,0
3996900125,12.345834587905333,3,1,6.966024187106113,10228,1,0,0,3,7,1060,0,98155,47.7481,-122.3,1570,10228,66,0
7796450200,12.456376007299998,3,2,7.432483807917119,5025,2,0,0,3,8,1690,0,98023,47.2779,-122.34700000000001,2550,5001,11,0
7549802535,12.955127458028414,4,2,7.585788821732034,6480,1,0,0,5,7,1130,840,98108,47.5511,-122.31200000000001,1500,6480,94,0
3278600320,13.049792684569493,3,2,7.673223121121708,4084,2,0,0,3,8,2150,0,98126,47.5488,-122.37200000000001,1750,2385,7,0
2824079053,12.994530005894443,3,2,7.554858521040676,66211,2,0,0,3,7,1910,0,98024,47.5385,-121.911,2330,67268,18,0
1222069094,12.86099861326992,3,1,7.2078598714324755,155073,1,0,0,4,7,1350,0,98038,47.4058,-121.994,1560,50965,45,0
3542300060,12.254862809699606,3,1,6.756932389247553,11725,1,0,0,4,6,860,0,98056,47.5093,-122.184,1300,9514,72,0
2222059065,12.601487417784837,3,2,7.570443252057374,14952,2,0,0,3,8,1940,0,98042,47.3777,-122.165,2030,10450,20,0
7551300060,13.060487973686241,3,1,6.917705609835305,5000,1,0,0,3,7,1010,0,98107,47.675,-122.39399999999999,1680,5000,62,0
100600550,12.330500223905226,3,1,7.170119543449628,7370,1,0,0,4,7,900,400,98023,47.3025,-122.37,1430,7500,38,0
3211100860,12.521795378137476,3,1,6.813444599510896,8450,1,0,0,4,6,910,0,98059,47.4787,-122.15799999999999,1400,8040,53,0
